vuosi;okmohjauksenala;korkeakoulu;tutkinnot;opiskelijat;uudet;lasna;fte
2004;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;66;505;124;445;
2004;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;99;609;122;549;
2004;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;45;288;51;263;
2004;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;120;819;149;738;
2004;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;109;1108;273;977;
2004;Tietojenkäsittely ja tietoliikenne;Lapin yliopisto;;3;;3;
2004;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;69;907;99;763;
2004;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;123;828;142;722;
2004;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;163;2237;586;1857;
2004;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;79;653;189;606;
2004;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;365;2147;562;1910;
2004;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;112;2783;401;2529;
2004;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;51;351;95;295;
2004;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;115;880;197;775;
2004;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;130;839;236;746;
2004;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;25;728;207;609;
2004;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;3;38;0;28;
2004;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;127;1250;316;1107;
2004;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;191;2754;260;2338;
2004;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;54;1030;134;944;
2004;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;244;1726;408;1577;
2004;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;101;1462;202;1347;
2004;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;44;1000;287;832;
2004;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;15;525;66;449;
2004;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;16;204;35;177;
2004;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;12;233;50;199;
2004;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;38;622;67;545;
2004;Tekniikan alat;Aalto-yliopisto;915;11109;1097;9960;
2004;Tekniikan alat;Centria-ammattikorkeakoulu;172;1351;340;1138;
2004;Tekniikan alat;Hämeen ammattikorkeakoulu;364;2021;462;1831;
2004;Tekniikan alat;Itä-Suomen yliopisto;;20;16;20;
2004;Tekniikan alat;Jyväskylän ammattikorkeakoulu;200;1484;341;1300;
2004;Tekniikan alat;Kajaanin ammattikorkeakoulu;38;263;96;224;
2004;Tekniikan alat;Karelia-ammattikorkeakoulu;93;781;228;672;
2004;Tekniikan alat;Kymenlaakson ammattikorkeak.;151;1391;406;1149;
2004;Tekniikan alat;Lahden ammattikorkeakoulu;69;930;280;816;
2004;Tekniikan alat;Lapin ammattikorkeakoulu;225;1244;370;1091;
2004;Tekniikan alat;Lappeenrannan tekn. yliopisto;272;3704;494;2836;
2004;Tekniikan alat;Metropolia Ammattikorkeakoulu;747;5279;1442;4541;
2004;Tekniikan alat;Mikkelin ammattikorkeakoulu;126;990;311;842;
2004;Tekniikan alat;Oulun ammattikorkeakoulu;193;1654;491;1437;
2004;Tekniikan alat;Oulun yliopisto;301;3485;337;3120;
2004;Tekniikan alat;Saimaan ammattikorkeakoulu;133;791;205;689;
2004;Tekniikan alat;Satakunnan ammattikorkeakoulu;206;1558;451;1347;
2004;Tekniikan alat;Savonia-ammattikorkeakoulu;293;1961;486;1685;
2004;Tekniikan alat;Seinäjoen ammattikorkeakoulu;117;663;167;546;
2004;Tekniikan alat;Tampereen ammattikorkeakoulu;344;2583;708;2304;
2004;Tekniikan alat;Tampereen tekn. yliopisto;599;9404;1032;7654;
2004;Tekniikan alat;Turun ammattikorkeakoulu;264;2108;553;1827;
2004;Tekniikan alat;Vaasan ammattikorkeakoulu;195;1185;280;952;
2004;Tekniikan alat;Vaasan yliopisto;4;270;44;216;
2004;Tekniikan alat;Yrkeshögskolan Arcada;38;382;90;320;
2004;Tekniikan alat;Yrkeshögskolan Novia;137;870;230;713;
2004;Tekniikan alat;Åbo Akademi;64;526;60;450;
2004;Maa- ja metsätalousalat;Helsingin yliopisto;276;3090;321;2886;
2004;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;142;867;195;807;
2004;Maa- ja metsätalousalat;Itä-Suomen yliopisto;50;399;60;370;
2004;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;18;189;60;167;
2004;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;48;405;137;366;
2004;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;30;273;66;248;
2004;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;36;328;104;280;
2004;Maa- ja metsätalousalat;Laurea-ammattikorkeakoulu;36;123;22;113;
2004;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;37;221;57;198;
2004;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;55;323;126;279;
2004;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;34;210;63;189;
2004;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;94;565;157;480;
2004;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;55;175;45;167;
2004;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;15;129;28;115;
2004;Maa- ja metsätalousalat;Yrkeshögskolan Novia;23;314;80;270;
2004;Lääketieteet;Helsingin yliopisto;460;2316;103;2271;
2004;Lääketieteet;Itä-Suomen yliopisto;186;1180;101;1149;
2004;Lääketieteet;Jyväskylän ammattikorkeakoulu;7;29;4;29;
2004;Lääketieteet;Metropolia Ammattikorkeakoulu;48;245;73;206;
2004;Lääketieteet;Oulun ammattikorkeakoulu;12;77;28;69;
2004;Lääketieteet;Oulun yliopisto;269;1511;120;1423;
2004;Lääketieteet;Savonia-ammattikorkeakoulu;5;82;28;75;
2004;Lääketieteet;Tampereen yliopisto;228;1451;100;1413;
2004;Lääketieteet;Turun ammattikorkeakoulu;18;81;26;74;
2004;Lääketieteet;Turun yliopisto;240;1697;126;1658;
2004;Lääketieteet;Yrkeshögskolan Arcada;;3;1;2;
2004;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;115;469;145;434;
2004;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;554;2593;824;2329;
2004;Terveys- ja hyvinvointialat;Helsingin yliopisto;200;891;199;829;
2004;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;187;796;259;717;
2004;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;182;897;300;847;
2004;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;319;1881;353;1811;
2004;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;213;1061;315;968;
2004;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;58;490;79;465;
2004;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;100;361;110;333;
2004;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;132;619;221;578;
2004;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;153;833;266;749;
2004;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;120;676;171;631;
2004;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;263;1345;467;1255;
2004;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;402;2581;701;2304;
2004;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;659;3021;953;2654;
2004;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;150;837;344;753;
2004;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;262;1287;461;1161;
2004;Terveys- ja hyvinvointialat;Oulun yliopisto;52;351;65;326;
2004;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;137;496;170;456;
2004;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;294;1438;373;1355;
2004;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;214;1177;337;1080;
2004;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;145;813;218;741;
2004;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;319;1630;531;1477;
2004;Terveys- ja hyvinvointialat;Tampereen yliopisto;64;480;49;461;
2004;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;437;2065;620;1922;
2004;Terveys- ja hyvinvointialat;Turun yliopisto;45;283;44;267;
2004;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;58;394;131;370;
2004;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;98;677;191;602;
2004;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;171;944;306;842;
2004;Terveys- ja hyvinvointialat;Åbo Akademi;48;254;35;225;
2004;Palvelualat;Centria-ammattikorkeakoulu;21;186;75;167;
2004;Palvelualat;Haaga-Helia ammattikorkeakoulu;354;2028;594;1863;
2004;Palvelualat;Hämeen ammattikorkeakoulu;25;140;57;131;
2004;Palvelualat;Jyväskylän ammattikorkeakoulu;137;811;269;718;
2004;Palvelualat;Jyväskylän yliopisto;118;788;136;753;
2004;Palvelualat;Kajaanin ammattikorkeakoulu;46;291;86;273;
2004;Palvelualat;Karelia-ammattikorkeakoulu;51;290;86;267;
2004;Palvelualat;Kymenlaakson ammattikorkeak.;17;156;38;120;
2004;Palvelualat;Lahden ammattikorkeakoulu;85;680;191;622;
2004;Palvelualat;Lapin ammattikorkeakoulu;141;804;247;730;
2004;Palvelualat;Lapin yliopisto;11;166;33;157;
2004;Palvelualat;Laurea-ammattikorkeakoulu;121;974;192;858;
2004;Palvelualat;Metropolia Ammattikorkeakoulu;63;303;82;271;
2004;Palvelualat;Mikkelin ammattikorkeakoulu;101;540;165;478;
2004;Palvelualat;Saimaan ammattikorkeakoulu;29;259;80;223;
2004;Palvelualat;Satakunnan ammattikorkeakoulu;52;366;65;318;
2004;Palvelualat;Savonia-ammattikorkeakoulu;114;653;159;591;
2004;Palvelualat;Seinäjoen ammattikorkeakoulu;52;275;84;242;
2004;Palvelualat;Tampereen ammattikorkeakoulu;110;589;161;555;
2004;Palvelualat;Turun ammattikorkeakoulu;110;447;137;420;
2004;Palvelualat;Vaasan ammattikorkeakoulu;49;306;90;277;
2004;Palvelualat;Yrkeshögskolan Arcada;24;121;32;109;
2004;Palvelualat;Yrkeshögskolan Novia;53;535;113;468;
2005;Kasvatusalat;Centria-ammattikorkeakoulu;23;101;23;87;
2005;Kasvatusalat;Helsingin yliopisto;479;3528;449;3333;
2005;Kasvatusalat;Itä-Suomen yliopisto;419;1948;352;1842;
2005;Kasvatusalat;Jyväskylän ammattikorkeakoulu;30;161;29;136;
2005;Kasvatusalat;Jyväskylän yliopisto;602;1745;262;1681;
2005;Kasvatusalat;Karelia-ammattikorkeakoulu;12;94;17;80;
2005;Kasvatusalat;Lahden ammattikorkeakoulu;25;144;36;125;
2005;Kasvatusalat;Lapin yliopisto;157;874;105;821;
2005;Kasvatusalat;Metropolia Ammattikorkeakoulu;70;469;104;401;
2005;Kasvatusalat;Oulun ammattikorkeakoulu;22;147;17;123;
2005;Kasvatusalat;Oulun yliopisto;265;1846;266;1701;
2005;Kasvatusalat;Savonia-ammattikorkeakoulu;40;196;40;173;
2005;Kasvatusalat;Tampereen ammattikorkeakoulu;22;138;28;117;
2005;Kasvatusalat;Tampereen yliopisto;227;1507;186;1411;
2005;Kasvatusalat;Turun ammattikorkeakoulu;45;190;41;169;
2005;Kasvatusalat;Turun yliopisto;309;1912;291;1855;
2005;Kasvatusalat;Yrkeshögskolan Novia;16;49;9;48;
2005;Kasvatusalat;Åbo Akademi;151;1183;155;1044;
2005;Taiteet ja kulttuurialat;Aalto-yliopisto;243;1816;265;1707;
2005;Taiteet ja kulttuurialat;Centria-ammattikorkeakoulu;4;107;31;90;
2005;Taiteet ja kulttuurialat;Diakonia-ammattikorkeakoulu;18;153;30;145;
2005;Taiteet ja kulttuurialat;Haaga-Helia ammattikorkeakoulu;;162;69;140;
2005;Taiteet ja kulttuurialat;Helsingin yliopisto;79;776;39;696;
2005;Taiteet ja kulttuurialat;Humanistinen ammattikorkeak.;48;408;121;370;
2005;Taiteet ja kulttuurialat;Hämeen ammattikorkeakoulu;86;484;107;443;
2005;Taiteet ja kulttuurialat;Itä-Suomen yliopisto;;1;;1;
2005;Taiteet ja kulttuurialat;Jyväskylän ammattikorkeakoulu;36;362;97;317;
2005;Taiteet ja kulttuurialat;Jyväskylän yliopisto;91;725;117;676;
2005;Taiteet ja kulttuurialat;Karelia-ammattikorkeakoulu;58;485;130;452;
2005;Taiteet ja kulttuurialat;Kymenlaakson ammattikorkeak.;127;586;135;548;
2005;Taiteet ja kulttuurialat;Lahden ammattikorkeakoulu;129;951;226;900;
2005;Taiteet ja kulttuurialat;Lapin ammattikorkeakoulu;38;292;68;269;
2005;Taiteet ja kulttuurialat;Lapin yliopisto;89;944;120;867;
2005;Taiteet ja kulttuurialat;Laurea-ammattikorkeakoulu;14;224;43;204;
2005;Taiteet ja kulttuurialat;Metropolia Ammattikorkeakoulu;207;1265;296;1164;
2005;Taiteet ja kulttuurialat;Mikkelin ammattikorkeakoulu;36;317;87;286;
2005;Taiteet ja kulttuurialat;Oulun ammattikorkeakoulu;38;352;123;313;
2005;Taiteet ja kulttuurialat;Saimaan ammattikorkeakoulu;37;154;37;147;
2005;Taiteet ja kulttuurialat;Satakunnan ammattikorkeakoulu;33;206;43;190;
2005;Taiteet ja kulttuurialat;Savonia-ammattikorkeakoulu;131;673;190;596;
2005;Taiteet ja kulttuurialat;Seinäjoen ammattikorkeakoulu;66;352;97;324;
2005;Taiteet ja kulttuurialat;Taideyliopisto;303;2181;290;2048;
2005;Taiteet ja kulttuurialat;Tampereen ammattikorkeakoulu;101;818;192;757;
2005;Taiteet ja kulttuurialat;Tampereen yliopisto;25;170;10;148;
2005;Taiteet ja kulttuurialat;Turun ammattikorkeakoulu;114;757;183;701;
2005;Taiteet ja kulttuurialat;Turun yliopisto;12;279;25;250;
2005;Taiteet ja kulttuurialat;Yrkeshögskolan Arcada;22;188;42;172;
2005;Taiteet ja kulttuurialat;Yrkeshögskolan Novia;52;433;127;384;
2005;Taiteet ja kulttuurialat;Åbo Akademi;10;163;22;139;
2005;Humanistiset alat;Centria-ammattikorkeakoulu;1;135;48;121;
2005;Humanistiset alat;Diakonia-ammattikorkeakoulu;15;90;24;84;
2005;Humanistiset alat;Helsingin yliopisto;964;10157;924;9195;
2005;Humanistiset alat;Humanistinen ammattikorkeak.;27;218;46;192;
2005;Humanistiset alat;Itä-Suomen yliopisto;239;2339;338;2104;
2005;Humanistiset alat;Jyväskylän yliopisto;370;2751;383;2592;
2005;Humanistiset alat;Mikkelin ammattikorkeakoulu;7;8;;8;
2005;Humanistiset alat;Oulun yliopisto;244;2086;249;1908;
2005;Humanistiset alat;Tampereen yliopisto;245;3511;345;3112;
2005;Humanistiset alat;Turun yliopisto;384;4552;481;4189;
2005;Humanistiset alat;Vaasan yliopisto;89;894;129;751;
2005;Humanistiset alat;Yrkeshögskolan Novia;1;;;;
2005;Humanistiset alat;Åbo Akademi;105;1371;172;1194;
2005;Yhteiskunnalliset alat;Aalto-yliopisto;33;295;2;280;
2005;Yhteiskunnalliset alat;Helsingin yliopisto;606;5650;514;5278;
2005;Yhteiskunnalliset alat;Itä-Suomen yliopisto;217;2245;387;2065;
2005;Yhteiskunnalliset alat;Jyväskylän yliopisto;366;2174;281;2067;
2005;Yhteiskunnalliset alat;Lapin yliopisto;105;1433;268;1298;
2005;Yhteiskunnalliset alat;Lappeenrannan tekn. yliopisto;2;;;;
2005;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;24;103;37;89;
2005;Yhteiskunnalliset alat;Oulun yliopisto;42;490;71;439;
2005;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;7;87;21;80;
2005;Yhteiskunnalliset alat;Svenska handelshögskolan;16;122;0;108;
2005;Yhteiskunnalliset alat;Tampereen yliopisto;468;5196;437;4710;
2005;Yhteiskunnalliset alat;Turun ammattikorkeakoulu;14;101;25;93;
2005;Yhteiskunnalliset alat;Turun yliopisto;217;2050;197;1925;
2005;Yhteiskunnalliset alat;Vaasan ammattikorkeakoulu;2;1;;1;
2005;Yhteiskunnalliset alat;Vaasan yliopisto;76;1027;117;922;
2005;Yhteiskunnalliset alat;Åbo Akademi;130;1198;133;1055;
2005;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;514;3635;557;3464;
2005;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;85;681;212;591;
2005;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;931;5286;1435;4809;
2005;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;230;2437;226;2291;
2005;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;140;811;235;752;
2005;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;;600;116;570;
2005;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;221;1180;371;1033;
2005;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;139;980;179;953;
2005;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;121;497;145;448;
2005;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;101;608;198;554;
2005;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;168;950;262;845;
2005;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;186;965;270;908;
2005;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;137;1002;324;912;
2005;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;106;1194;225;1124;
2005;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;191;1272;219;1144;
2005;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;441;2795;784;2509;
2005;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;244;1184;376;1055;
2005;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;112;640;233;592;
2005;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;218;1172;338;1069;
2005;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;101;744;133;693;
2005;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;120;618;174;561;
2005;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;226;1585;473;1445;
2005;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;224;1115;325;992;
2005;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;163;1035;295;949;
2005;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;247;2244;326;1986;
2005;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;409;1767;505;1633;
2005;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;116;1152;125;1075;
2005;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;250;1486;429;1351;
2005;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;332;3073;442;2871;
2005;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;157;890;236;780;
2005;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;214;2358;320;2108;
2005;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;68;436;125;382;
2005;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;12;172;68;136;
2005;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;137;873;93;775;
2005;Luonnontieteet;Aalto-yliopisto;;32;0;24;
2005;Luonnontieteet;Helsingin yliopisto;762;6954;830;6303;
2005;Luonnontieteet;Itä-Suomen yliopisto;202;2437;415;2118;
2005;Luonnontieteet;Jyväskylän yliopisto;237;2528;384;2252;
2005;Luonnontieteet;Laurea-ammattikorkeakoulu;7;113;37;112;
2005;Luonnontieteet;Oulun yliopisto;272;2747;399;2462;
2005;Luonnontieteet;Svenska handelshögskolan;;7;0;6;
2005;Luonnontieteet;Tampereen yliopisto;25;762;147;666;
2005;Luonnontieteet;Turun ammattikorkeakoulu;22;130;29;118;
2005;Luonnontieteet;Turun yliopisto;243;2701;354;2492;
2005;Luonnontieteet;Yrkeshögskolan Novia;8;46;14;38;
2005;Luonnontieteet;Åbo Akademi;84;768;80;674;
2005;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;305;3827;319;3501;
2005;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;54;403;73;356;
2005;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;235;1688;479;1501;
2005;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;201;2428;210;2152;
2005;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;120;707;160;637;
2005;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;102;1197;125;1073;
2005;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;158;1250;340;1056;
2005;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;150;1740;201;1634;
2005;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;90;410;114;365;
2005;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;86;551;111;490;
2005;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;45;251;47;228;
2005;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;80;728;137;641;
2005;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;147;1026;273;911;
2005;Tietojenkäsittely ja tietoliikenne;Lapin yliopisto;;2;;2;
2005;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;49;847;100;754;
2005;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;115;768;190;680;
2005;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;199;2190;573;1844;
2005;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;121;592;140;526;
2005;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;280;1977;475;1772;
2005;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;149;2801;336;2544;
2005;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;43;348;86;295;
2005;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;107;773;188;688;
2005;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;95;745;187;637;
2005;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;78;751;186;647;
2005;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;2;39;0;32;
2005;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;172;1228;308;1088;
2005;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;182;2766;258;2367;
2005;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;59;1101;140;1011;
2005;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;242;1653;394;1452;
2005;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;88;1561;187;1427;
2005;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;85;927;231;788;
2005;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;25;512;40;438;
2005;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;32;155;34;129;
2005;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;17;217;41;191;
2005;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;45;593;44;526;
2005;Tekniikan alat;Aalto-yliopisto;980;11048;1048;9867;
2005;Tekniikan alat;Centria-ammattikorkeakoulu;176;1244;256;1102;
2005;Tekniikan alat;Hämeen ammattikorkeakoulu;345;2081;638;1893;
2005;Tekniikan alat;Itä-Suomen yliopisto;;22;;22;
2005;Tekniikan alat;Jyväskylän ammattikorkeakoulu;224;1505;390;1289;
2005;Tekniikan alat;Kajaanin ammattikorkeakoulu;42;258;72;218;
2005;Tekniikan alat;Karelia-ammattikorkeakoulu;114;774;217;680;
2005;Tekniikan alat;Kymenlaakson ammattikorkeak.;156;1388;338;1182;
2005;Tekniikan alat;Lahden ammattikorkeakoulu;93;999;254;888;
2005;Tekniikan alat;Lapin ammattikorkeakoulu;151;1184;332;1030;
2005;Tekniikan alat;Lappeenrannan tekn. yliopisto;309;3405;445;2865;
2005;Tekniikan alat;Metropolia Ammattikorkeakoulu;670;5203;1359;4471;
2005;Tekniikan alat;Mikkelin ammattikorkeakoulu;138;941;231;822;
2005;Tekniikan alat;Oulun ammattikorkeakoulu;194;1839;547;1599;
2005;Tekniikan alat;Oulun yliopisto;263;3481;347;3074;
2005;Tekniikan alat;Saimaan ammattikorkeakoulu;106;882;281;745;
2005;Tekniikan alat;Satakunnan ammattikorkeakoulu;176;1608;418;1384;
2005;Tekniikan alat;Savonia-ammattikorkeakoulu;303;1841;541;1588;
2005;Tekniikan alat;Seinäjoen ammattikorkeakoulu;114;655;189;548;
2005;Tekniikan alat;Tampereen ammattikorkeakoulu;440;2671;740;2313;
2005;Tekniikan alat;Tampereen tekn. yliopisto;644;9732;1044;7957;
2005;Tekniikan alat;Turun ammattikorkeakoulu;267;2297;704;1956;
2005;Tekniikan alat;Vaasan ammattikorkeakoulu;185;1036;213;823;
2005;Tekniikan alat;Vaasan yliopisto;;248;32;192;
2005;Tekniikan alat;Yrkeshögskolan Arcada;39;364;78;320;
2005;Tekniikan alat;Yrkeshögskolan Novia;98;912;236;731;
2005;Tekniikan alat;Åbo Akademi;50;507;53;442;
2005;Maa- ja metsätalousalat;Helsingin yliopisto;268;3081;335;2890;
2005;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;129;878;222;797;
2005;Maa- ja metsätalousalat;Itä-Suomen yliopisto;36;410;72;364;
2005;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;28;187;47;171;
2005;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;77;375;97;333;
2005;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;29;295;82;260;
2005;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;52;320;64;272;
2005;Maa- ja metsätalousalat;Laurea-ammattikorkeakoulu;25;99;23;94;
2005;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;45;225;67;201;
2005;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;44;345;98;295;
2005;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;33;217;57;185;
2005;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;78;603;166;515;
2005;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;47;159;43;153;
2005;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;23;137;36;120;
2005;Maa- ja metsätalousalat;Yrkeshögskolan Novia;25;317;76;269;
2005;Lääketieteet;Helsingin yliopisto;563;2282;97;2243;
