vuosi;okmohjauksenala;korkeakoulu;tutkinnot;opiskelijat;uudet;lasna;fte
2014;Tekniikan alat;Jyväskylän ammattikorkeakoulu;289;1892;536;1688;1448.0
2014;Tekniikan alat;Kajaanin ammattikorkeakoulu;60;362;105;316;268.5
2014;Tekniikan alat;Karelia-ammattikorkeakoulu;131;780;222;703;596.5
2014;Tekniikan alat;Kymenlaakson ammattikorkeak.;161;1068;387;949;830.5
2014;Tekniikan alat;Lahden ammattikorkeakoulu;130;945;217;868;752.5
2014;Tekniikan alat;Lapin ammattikorkeakoulu;256;1431;401;1308;1106.5
2014;Tekniikan alat;Lappeenrannan tekn. yliopisto;651;3225;552;2758;2111.5
2014;Tekniikan alat;Metropolia Ammattikorkeakoulu;817;6258;1479;5682;4945.5
2014;Tekniikan alat;Mikkelin ammattikorkeakoulu;183;1086;302;968;878.0
2014;Tekniikan alat;Oulun ammattikorkeakoulu;308;2223;613;1964;1743.5
2014;Tekniikan alat;Oulun yliopisto;548;2829;329;2477;1877.0
2014;Tekniikan alat;Saimaan ammattikorkeakoulu;78;665;179;610;528.5
2014;Tekniikan alat;Satakunnan ammattikorkeakoulu;252;1684;455;1441;1252.5
2014;Tekniikan alat;Savonia-ammattikorkeakoulu;270;1766;559;1587;1442.5
2014;Tekniikan alat;Seinäjoen ammattikorkeakoulu;186;1364;373;1197;1047.5
2014;Tekniikan alat;Tampereen ammattikorkeakoulu;513;3192;856;2850;2552.5
2014;Tekniikan alat;Tampereen tekn. yliopisto;1337;7204;992;6220;4728.0
2014;Tekniikan alat;Turun ammattikorkeakoulu;397;2504;647;2227;1954.5
2014;Tekniikan alat;Turun yliopisto;12;121;38;111;97.5
2014;Tekniikan alat;Vaasan ammattikorkeakoulu;155;981;284;868;777.5
2014;Tekniikan alat;Vaasan yliopisto;29;384;79;322;244.5
2014;Tekniikan alat;Yrkeshögskolan Arcada;34;297;78;261;236.5
2014;Tekniikan alat;Yrkeshögskolan Novia;171;1139;306;926;809.0
2014;Tekniikan alat;Åbo Akademi;89;403;68;344;249.5
2014;Maa- ja metsätalousalat;Helsingin yliopisto;633;3367;394;3062;2371.0
2014;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;160;1037;228;932;794.5
2014;Maa- ja metsätalousalat;Itä-Suomen yliopisto;57;395;58;352;277.0
2014;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;20;197;51;164;148.5
2014;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;57;299;61;261;230.0
2014;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;5;12;;12;6.5
2014;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;52;305;111;264;237.0
2014;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;37;231;49;210;180.0
2014;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;53;317;78;296;264.0
2014;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;53;257;99;227;205.5
2014;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;71;604;110;549;439.0
2014;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;17;151;37;139;130.0
2014;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;15;47;;45;39.0
2014;Maa- ja metsätalousalat;Yrkeshögskolan Novia;31;194;38;167;144.0
2014;Lääketieteet;Helsingin yliopisto;453;3467;105;3385;2166.0
2014;Lääketieteet;Itä-Suomen yliopisto;273;1841;163;1791;1398.0
2014;Lääketieteet;Jyväskylän ammattikorkeakoulu;;4;;4;2.0
2014;Lääketieteet;Metropolia Ammattikorkeakoulu;98;311;81;271;261.0
2014;Lääketieteet;Oulun ammattikorkeakoulu;16;88;27;79;75.5
2014;Lääketieteet;Oulun yliopisto;290;2060;116;2012;1500.5
2014;Lääketieteet;Savonia-ammattikorkeakoulu;19;130;36;119;114.0
2014;Lääketieteet;Tampereen yliopisto;277;1991;90;1926;1281.5
2014;Lääketieteet;Turun ammattikorkeakoulu;22;102;27;97;94.0
2014;Lääketieteet;Turun yliopisto;324;2086;132;2046;1501.0
2014;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;210;856;236;764;691.0
2014;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;651;2717;696;2477;2262.5
2014;Terveys- ja hyvinvointialat;Helsingin yliopisto;202;957;141;880;709.5
2014;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;163;837;293;758;674.0
2014;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;201;1171;431;1060;924.0
2014;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;499;1966;299;1818;1434.5
2014;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;384;1686;517;1521;1323.0
2014;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;86;413;71;371;297.0
2014;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;113;472;134;422;394.5
2014;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;225;1202;427;1051;967.0
2014;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;259;1177;387;1061;972.5
2014;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;269;1246;410;1130;979.5
2014;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;390;1858;578;1695;1535.0
2014;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;720;3317;1001;3084;2754.0
2014;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;931;4080;1258;3717;3390.5
2014;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;356;1635;593;1447;1317.0
2014;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;503;2353;661;2077;1908.5
2014;Terveys- ja hyvinvointialat;Oulun yliopisto;113;361;54;336;258.5
2014;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;200;1257;403;1136;1041.5
2014;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;319;1637;517;1515;1353.5
2014;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;327;1768;604;1615;1505.5
2014;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;240;1197;385;1102;1030.5
2014;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;579;2482;842;2229;2044.5
2014;Terveys- ja hyvinvointialat;Tampereen yliopisto;138;567;73;532;389.0
2014;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;651;2620;804;2427;2219.0
2014;Terveys- ja hyvinvointialat;Turun yliopisto;96;260;46;243;192.0
2014;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;147;751;232;682;609.0
2014;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;166;963;275;872;777.5
2014;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;206;1296;433;1156;1070.0
2014;Terveys- ja hyvinvointialat;Åbo Akademi;54;240;30;210;155.0
2014;Palvelualat;Centria-ammattikorkeakoulu;46;143;;141;114.0
2014;Palvelualat;Haaga-Helia ammattikorkeakoulu;482;2665;643;2441;2087.0
2014;Palvelualat;Hämeen ammattikorkeakoulu;37;194;58;177;161.0
2014;Palvelualat;Jyväskylän ammattikorkeakoulu;157;735;170;663;541.5
2014;Palvelualat;Jyväskylän yliopisto;231;843;155;796;678.0
2014;Palvelualat;Kajaanin ammattikorkeakoulu;101;446;134;409;373.0
2014;Palvelualat;Karelia-ammattikorkeakoulu;32;193;48;166;151.5
2014;Palvelualat;Kymenlaakson ammattikorkeak.;24;196;53;168;148.5
2014;Palvelualat;Lahden ammattikorkeakoulu;76;191;;184;159.5
2014;Palvelualat;Lapin ammattikorkeakoulu;142;685;202;618;556.5
2014;Palvelualat;Lapin yliopisto;36;174;34;150;117.0
2014;Palvelualat;Laurea-ammattikorkeakoulu;237;1330;359;1241;1082.0
2014;Palvelualat;Mikkelin ammattikorkeakoulu;102;403;123;361;297.5
2014;Palvelualat;Saimaan ammattikorkeakoulu;40;308;78;284;254.5
2014;Palvelualat;Satakunnan ammattikorkeakoulu;41;362;109;320;277.0
2014;Palvelualat;Savonia-ammattikorkeakoulu;100;636;176;581;508.5
2014;Palvelualat;Seinäjoen ammattikorkeakoulu;46;215;49;200;180.0
2014;Palvelualat;Tampereen ammattikorkeakoulu;120;498;110;457;432.0
2014;Palvelualat;Turun ammattikorkeakoulu;109;212;;209;181.0
2014;Palvelualat;Vaasan ammattikorkeakoulu;49;122;1;114;102.5
2014;Palvelualat;Yrkeshögskolan Arcada;45;205;28;191;174.5
2014;Palvelualat;Yrkeshögskolan Novia;43;430;99;354;302.5
2015;Kasvatusalat;Centria-ammattikorkeakoulu;8;99;12;90;81.0
2015;Kasvatusalat;Helsingin yliopisto;726;2974;402;2770;2229.0
2015;Kasvatusalat;Itä-Suomen yliopisto;530;2124;328;1992;1728.0
2015;Kasvatusalat;Jyväskylän ammattikorkeakoulu;23;204;47;177;166.0
2015;Kasvatusalat;Jyväskylän yliopisto;551;1955;357;1844;1592.0
2015;Kasvatusalat;Karelia-ammattikorkeakoulu;13;98;19;87;79.5
2015;Kasvatusalat;Lahden ammattikorkeakoulu;27;50;;48;44.5
2015;Kasvatusalat;Lapin yliopisto;235;884;164;810;683.5
2015;Kasvatusalat;Metropolia Ammattikorkeakoulu;94;351;64;315;287.0
2015;Kasvatusalat;Oulun ammattikorkeakoulu;34;217;42;199;183.0
2015;Kasvatusalat;Oulun yliopisto;531;1776;265;1653;1424.0
2015;Kasvatusalat;Savonia-ammattikorkeakoulu;26;219;53;200;178.5
2015;Kasvatusalat;Tampereen ammattikorkeakoulu;22;130;26;117;108.5
2015;Kasvatusalat;Tampereen yliopisto;373;1399;196;1272;1022.5
2015;Kasvatusalat;Turun ammattikorkeakoulu;29;110;29;102;96.5
2015;Kasvatusalat;Turun yliopisto;557;1975;316;1892;1642.5
2015;Kasvatusalat;Yrkeshögskolan Novia;9;55;18;46;43.0
2015;Kasvatusalat;Åbo Akademi;250;972;141;905;760.0
2015;Taiteet ja kulttuurialat;Aalto-yliopisto;512;2124;289;1995;1522.5
2015;Taiteet ja kulttuurialat;Centria-ammattikorkeakoulu;24;32;;31;28.0
2015;Taiteet ja kulttuurialat;Haaga-Helia ammattikorkeakoulu;51;274;66;244;218.5
2015;Taiteet ja kulttuurialat;Helsingin yliopisto;68;485;40;418;292.5
2015;Taiteet ja kulttuurialat;Humanistinen ammattikorkeak.;90;446;118;405;359.0
2015;Taiteet ja kulttuurialat;Hämeen ammattikorkeakoulu;82;350;44;337;302.0
2015;Taiteet ja kulttuurialat;Itä-Suomen yliopisto;2;3;;3;2.5
2015;Taiteet ja kulttuurialat;Jyväskylän ammattikorkeakoulu;49;84;;80;62.5
2015;Taiteet ja kulttuurialat;Jyväskylän yliopisto;120;524;73;480;357.5
2015;Taiteet ja kulttuurialat;Karelia-ammattikorkeakoulu;92;334;64;320;283.0
2015;Taiteet ja kulttuurialat;Kymenlaakson ammattikorkeak.;92;616;146;581;527.0
2015;Taiteet ja kulttuurialat;Lahden ammattikorkeakoulu;171;782;162;748;667.0
2015;Taiteet ja kulttuurialat;Lapin ammattikorkeakoulu;48;191;34;183;169.5
2015;Taiteet ja kulttuurialat;Lapin yliopisto;188;865;133;785;632.5
2015;Taiteet ja kulttuurialat;Metropolia Ammattikorkeakoulu;288;1464;309;1376;1234.5
2015;Taiteet ja kulttuurialat;Mikkelin ammattikorkeakoulu;33;33;;32;23.5
2015;Taiteet ja kulttuurialat;Oulun ammattikorkeakoulu;37;273;50;258;236.0
2015;Taiteet ja kulttuurialat;Saimaan ammattikorkeakoulu;38;123;45;116;104.5
2015;Taiteet ja kulttuurialat;Satakunnan ammattikorkeakoulu;44;142;34;138;125.5
2015;Taiteet ja kulttuurialat;Savonia-ammattikorkeakoulu;89;368;105;344;325.0
2015;Taiteet ja kulttuurialat;Seinäjoen ammattikorkeakoulu;80;249;56;242;221.0
2015;Taiteet ja kulttuurialat;Taideyliopisto;455;1993;285;1850;1538.5
2015;Taiteet ja kulttuurialat;Tampereen ammattikorkeakoulu;122;646;122;620;560.0
2015;Taiteet ja kulttuurialat;Tampereen yliopisto;48;113;0;103;73.5
2015;Taiteet ja kulttuurialat;Turun ammattikorkeakoulu;146;799;193;765;694.5
2015;Taiteet ja kulttuurialat;Turun yliopisto;40;210;27;197;149.0
2015;Taiteet ja kulttuurialat;Vaasan yliopisto;;136;109;128;120.5
2015;Taiteet ja kulttuurialat;Yrkeshögskolan Arcada;42;288;72;272;229.5
2015;Taiteet ja kulttuurialat;Yrkeshögskolan Novia;59;279;70;266;244.5
2015;Taiteet ja kulttuurialat;Åbo Akademi;17;120;15;109;79.5
2015;Humanistiset alat;Diakonia-ammattikorkeakoulu;45;216;55;203;185.0
2015;Humanistiset alat;Helsingin yliopisto;1398;7875;790;6920;5279.0
2015;Humanistiset alat;Humanistinen ammattikorkeak.;40;189;48;172;160.5
2015;Humanistiset alat;Itä-Suomen yliopisto;376;2201;266;1964;1540.0
2015;Humanistiset alat;Jyväskylän yliopisto;507;2234;298;2093;1635.5
2015;Humanistiset alat;Oulun yliopisto;394;1883;218;1736;1375.5
2015;Humanistiset alat;Tampereen yliopisto;607;2523;267;2222;1695.0
2015;Humanistiset alat;Turun yliopisto;736;3103;401;2937;2289.0
2015;Humanistiset alat;Vaasan yliopisto;127;649;36;551;416.5
2015;Humanistiset alat;Åbo Akademi;232;1150;145;1023;771.0
2015;Yhteiskunnalliset alat;Aalto-yliopisto;82;310;18;280;215.0
2015;Yhteiskunnalliset alat;Helsingin yliopisto;974;4858;491;4414;3381.0
2015;Yhteiskunnalliset alat;Itä-Suomen yliopisto;483;2804;321;2483;1852.5
2015;Yhteiskunnalliset alat;Jyväskylän yliopisto;560;2329;343;2215;1774.5
2015;Yhteiskunnalliset alat;Lapin yliopisto;236;1352;170;1225;900.0
2015;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;17;159;36;152;141.5
2015;Yhteiskunnalliset alat;Oulun yliopisto;83;344;28;311;238.5
2015;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;24;139;51;135;127.0
2015;Yhteiskunnalliset alat;Svenska handelshögskolan;17;129;9;117;100.0
2015;Yhteiskunnalliset alat;Tampereen yliopisto;1103;4698;604;4236;3193.0
2015;Yhteiskunnalliset alat;Turun ammattikorkeakoulu;24;108;27;102;94.5
2015;Yhteiskunnalliset alat;Turun yliopisto;375;1894;219;1807;1418.5
2015;Yhteiskunnalliset alat;Vaasan yliopisto;234;1229;107;1084;839.0
2015;Yhteiskunnalliset alat;Åbo Akademi;218;1145;122;1019;808.0
2015;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;806;3256;528;3003;2476.5
2015;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;173;952;304;917;809.0
2015;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;1020;5529;1561;5215;4649.0
2015;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;590;2491;304;2323;1898.0
2015;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;173;1048;279;983;802.5
2015;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;270;1556;291;1446;1186.0
2015;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;261;1507;397;1421;1237.5
2015;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;235;998;150;961;752.5
2015;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;78;477;122;450;386.0
2015;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;120;625;171;602;540.5
2015;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;201;1079;325;1011;893.5
2015;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;236;1250;421;1197;1070.0
2015;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;158;953;308;898;784.5
2015;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;242;1102;163;1051;869.0
2015;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;320;1344;267;1246;1031.5
2015;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;496;2300;692;2194;1905.5
2015;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;320;1654;396;1584;1347.5
2015;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;127;609;188;572;506.5
2015;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;253;1229;344;1172;1050.0
2015;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;387;1523;218;1423;1193.5
2015;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;140;662;208;636;555.5
2015;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;284;1590;417;1529;1298.5
2015;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;199;845;254;802;721.0
2015;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;184;1067;291;1015;877.0
2015;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;520;2316;442;2109;1769.0
2015;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;290;1428;420;1365;1212.5
2015;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;332;1134;154;1033;853.0
2015;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;346;1956;601;1835;1600.5
2015;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;948;3619;563;3454;2881.5
2015;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;151;891;248;830;743.5
2015;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;562;2627;426;2356;1887.5
2015;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;95;547;157;519;454.0
2015;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;34;352;101;326;301.5
2015;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;173;927;146;835;674.0
2015;Luonnontieteet;Helsingin yliopisto;1040;5933;717;5205;3924.5
2015;Luonnontieteet;Hämeen ammattikorkeakoulu;31;220;70;203;184.0
2015;Luonnontieteet;Itä-Suomen yliopisto;405;2226;350;1993;1551.5
2015;Luonnontieteet;Jyväskylän yliopisto;359;1927;287;1731;1352.0
2015;Luonnontieteet;Oulun yliopisto;366;2242;361;2015;1568.0
2015;Luonnontieteet;Svenska handelshögskolan;1;2;;2;1.0
2015;Luonnontieteet;Tampereen yliopisto;213;1186;168;1027;756.5
2015;Luonnontieteet;Turun ammattikorkeakoulu;28;36;;36;32.0
2015;Luonnontieteet;Turun yliopisto;430;2167;380;2003;1587.0
2015;Luonnontieteet;Vaasan yliopisto;1;;0;;
2015;Luonnontieteet;Yrkeshögskolan Novia;13;75;21;69;59.0
2015;Luonnontieteet;Åbo Akademi;113;655;86;590;436.5
2015;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;507;2813;287;2468;1757.5
2015;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;28;303;85;287;243.0
2015;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;283;1766;490;1645;1401.5
2015;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;155;1643;198;1324;975.5
2015;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;82;644;174;599;533.5
2015;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;106;884;131;769;541.0
2015;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;89;634;83;586;477.0
2015;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;265;2156;458;1978;1522.0
2015;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;36;467;136;418;378.5
2015;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;35;275;72;257;224.5
2015;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;20;226;80;211;193.0
2015;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;67;582;159;535;463.0
2015;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;63;409;104;383;334.5
2015;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;69;416;74;356;259.5
2015;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;117;727;196;682;594.5
2015;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;202;1994;463;1867;1512.0
2015;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;53;361;97;329;296.5
2015;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;153;1055;327;984;884.0
2015;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;258;1681;178;1513;1050.0
2015;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;38;43;;41;28.0
2015;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;26;318;83;302;262.0
2015;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;57;291;89;271;244.0
2015;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;35;206;45;197;172.0
2015;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;5;27;1;24;18.5
2015;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;141;925;211;867;742.5
2015;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;265;1500;134;1367;966.5
2015;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;172;976;134;876;616.5
2015;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;136;918;316;843;747.5
2015;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;203;1179;173;1063;795.5
2015;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;63;512;146;469;420.5
2015;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;57;350;22;293;211.0
2015;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;25;126;31;112;91.5
2015;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;20;148;26;138;121.0
2015;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;40;421;59;377;271.5
2015;Tekniikan alat;Aalto-yliopisto;2004;9617;994;8519;6354.5
2015;Tekniikan alat;Centria-ammattikorkeakoulu;146;722;167;684;589.0
2015;Tekniikan alat;Helsingin yliopisto;;3;2;3;2.5
2015;Tekniikan alat;Hämeen ammattikorkeakoulu;360;2052;495;1915;1636.5
2015;Tekniikan alat;Jyväskylän ammattikorkeakoulu;331;2147;694;1922;1652.0
2015;Tekniikan alat;Kajaanin ammattikorkeakoulu;48;330;76;284;242.5
2015;Tekniikan alat;Karelia-ammattikorkeakoulu;141;758;190;684;590.5
2015;Tekniikan alat;Kymenlaakson ammattikorkeak.;149;1056;280;967;834.0
2015;Tekniikan alat;Lahden ammattikorkeakoulu;155;903;205;833;721.0
2015;Tekniikan alat;Lapin ammattikorkeakoulu;239;1423;409;1306;1099.5
2015;Tekniikan alat;Lappeenrannan tekn. yliopisto;632;3117;548;2719;2080.5
2015;Tekniikan alat;Metropolia Ammattikorkeakoulu;931;6228;1369;5860;5053.0
2015;Tekniikan alat;Mikkelin ammattikorkeakoulu;202;1181;391;1087;965.5
2015;Tekniikan alat;Oulun ammattikorkeakoulu;322;2209;553;2011;1739.5
2015;Tekniikan alat;Oulun yliopisto;515;2734;250;2477;1906.0
2015;Tekniikan alat;Saimaan ammattikorkeakoulu;121;654;146;609;526.0
2015;Tekniikan alat;Satakunnan ammattikorkeakoulu;231;1676;388;1498;1305.0
2015;Tekniikan alat;Savonia-ammattikorkeakoulu;255;1900;579;1748;1570.5
2015;Tekniikan alat;Seinäjoen ammattikorkeakoulu;200;1352;302;1253;1067.5
2015;Tekniikan alat;Tampereen ammattikorkeakoulu;535;3269;874;2996;2673.0
2015;Tekniikan alat;Tampereen tekn. yliopisto;1450;6457;935;5783;4523.5
2015;Tekniikan alat;Turun ammattikorkeakoulu;379;2523;661;2315;2033.5
2015;Tekniikan alat;Turun yliopisto;21;142;24;134;113.0
2015;Tekniikan alat;Vaasan ammattikorkeakoulu;155;1018;301;911;817.5
2015;Tekniikan alat;Vaasan yliopisto;40;435;83;368;292.5
2015;Tekniikan alat;Yrkeshögskolan Arcada;46;289;76;260;232.0
2015;Tekniikan alat;Yrkeshögskolan Novia;170;1232;349;1074;927.0
2015;Tekniikan alat;Åbo Akademi;92;380;50;344;252.5
2015;Maa- ja metsätalousalat;Helsingin yliopisto;645;3262;323;3020;2368.5
2015;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;153;974;225;901;785.0
2015;Maa- ja metsätalousalat;Itä-Suomen yliopisto;78;398;60;360;281.5
2015;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;30;192;64;175;159.0
2015;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;49;240;32;218;186.0
2015;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;1;6;;6;3.0
2015;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;51;282;48;256;216.0
2015;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;47;261;84;235;198.0
2015;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;64;264;50;254;224.0
2015;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;36;259;60;238;207.0
2015;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;90;533;82;498;414.5
2015;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;33;179;59;175;161.0
